RUT,Entidad_In,Fecha_Ingr,RegiÃ³n,Identifica,Longitud,Latitud,Proyeccion,Recurso_Pr,Mapas_Geol,Levantamie,Levantam_1,Base_Datos,Levantam_2,Bases_Dato,Base_Dat_1,Bases_Da_1,Otros_Estu,Imagen_Sat,Estudios_A,Estudio_Es,Informe_Ge,Estudio__1,Presentaci,Plano_Mina,TopografÃ­,EstimaciÃ³,Propiedad_,Este_WGS84,Sur_WGS84,Huso_WGS84,Nombre_Pro,Enlace_Pro,Estado,Recurso__1,Latitude,Longitude
76320311-5,QUANTUM PACIFIC EXPLORATION SPA,20181029,Región de Coquimbo,04305EX00393,"-70,22650146","-30,57269287",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"382387,519798466","6617112,5202609",19 S,V-04,https://portalgeo.sernageomin.cl/SIGEX_2019/0182_2178_V_04,Proyecto Aprobado,Cu,-30.57269287099996,-70.22650146499996
61704000-K,CODELCO,20181109,Región de O'Higgins,5162/2018,"-70,40118408","-34,09960937",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"370750,094459821","6225913,30036153",19 S,Agua Amarga,https://portalgeo.sernageomin.cl/SIGEX_2019/0078_1698_Agua_Amarga/,Proyecto Aprobado,Cu,-34.09960937499994,-70.40118408199999
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,46258545","-32,32177734",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"362329,181376722","6422957,17830991",19 S,Alicahue,https://portalgeo.sernageomin.cl/SIGEX_2019/0083_1942_Alicahue/,Proyecto Aprobado,Cu,-32.32177734399994,-70.46258544899996
61704000-K,CODELCO,20181109,Región de Coquimbo,5162/2018,"-70,59161377","-30,20239258",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"346795,183272247","6657716,92267282",19 S,Antakari,https://portalgeo.sernageomin.cl/SIGEX_2019/0088_1942_Antakari/,Proyecto Aprobado,Cu,-30.202392577999944,-70.59161376999998
61704000-K,CODELCO,20181109,Región de Coquimbo,5162/2018,"-70,57061768","-31,64147949",WGS84,Cu,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"351063,957300993","6498231,4144735",19 S,Arpa W,https://portalgeo.sernageomin.cl/SIGEX_2019/0089_1942_Arpa_W/,Proyecto Aprobado,Cu,-31.641479491999974,-70.57061767599998
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,28411865","-33,0335083",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"380084,244838895","6344265,70309601",19 S,Bajo Flores,https://portalgeo.sernageomin.cl/SIGEX_2019/0090_1942_Bajo_Flores/,Proyecto Aprobado,Cu,-33.03350830099998,-70.28411865199996
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,16027832","-32,91052246",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"391499,298964655","6358035,51946712",19 S,Chorrillos,https://portalgeo.sernageomin.cl/SIGEX_2019/0095_1942_Chorrillos/,Proyecto Aprobado,Cu,-32.91052246099997,-70.16027831999997
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,31719971","-33,08880615",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"377071,700083756","6338096,41865584",19 S,Diamanate,https://portalgeo.sernageomin.cl/SIGEX_2019/0096_1942_Diamanate/,Proyecto Aprobado,Cu,-33.08880615199996,-70.31719970699999
61704000-K,CODELCO,20181109,Región de Coquimbo,5162/2018,"-70,58441162","-31,41247559",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"349388,60571878","6523598,4143452",19 S,El Encanto Norte,https://portalgeo.sernageomin.cl/SIGEX_2019/0097_1942_El_Encanto_Norte/,Proyecto Aprobado,Cu,-31.41247558599997,-70.58441162099996
61704000-K,CODELCO,20181109,Región de Coquimbo,5162/2018,"-70,60778809","-31,62231445",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"347507,53098131","6500304,66350927",19 S,Estela - Valentini,https://portalgeo.sernageomin.cl/SIGEX_2019/0104_1942_Estela_Valentini/,Proyecto Aprobado,Cu,-31.622314452999944,-70.60778808599997
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,30218506","-33,04620361",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"378414,463706616","6342837,37978088",19 S,Flores,https://portalgeo.sernageomin.cl/SIGEX_2019/0105_1942_Flores/,Proyecto Aprobado,Cu,-33.04620361299993,-70.30218505899995
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,15570068","-32,79510498",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"391787,353317448","6370836,19171343",19 S,Juncal,https://portalgeo.sernageomin.cl/SIGEX_2019/0032_489_Juncal/,Proyecto Aprobado,Cu,-32.79510497999996,-70.15570068399995
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,40618896","-32,70550537",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"368199,477580854","6380485,98477408",19 S,La Engorda,https://portalgeo.sernageomin.cl/SIGEX_2019/0106_1942_La_Engorda/,Proyecto Aprobado,Cu,-32.70550537099996,-70.40618896499996
61704000-K,CODELCO,20181109,Región de O'Higgins,5162/2018,"-70,17718506","-34,45501709",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"391869,816859509","6186762,25423872",19 S,Las Leñas,https://portalgeo.sernageomin.cl/SIGEX_2019/0109_1942_Las_Leñas/,Proyecto Aprobado,Cu,-34.455017089999956,-70.17718505899995
61704000-K,CODELCO,20181109,Región de Coquimbo,5162/2018,"-70,37182617","-32,06842041",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"370514,562322024","6451157,27120914",19 S,Las Mulas,https://portalgeo.sernageomin.cl/SIGEX_2019/0110_1942_Las_Mulas/,Proyecto Aprobado,Cu,-32.06842040999993,-70.37182617199994
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,17279053","-32,58618164",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"389930,971192036","6393980,72870334",19 S,Leiva Sur Sur,https://portalgeo.sernageomin.cl/SIGEX_2019/0044_1606_Leiva_Sur_Sur/,Proyecto Aprobado,Cu,-32.58618164099994,-70.17279052699996
61704000-K,CODELCO,20181109,Región Metropolitana,5162/2018,"-70,44561768","-33,84552002",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"366253,733475518","6254032,39121522",19 S,Peuco,https://portalgeo.sernageomin.cl/SIGEX_2019/0113_1942_Peuco/,Proyecto Aprobado,Cu,-33.84552001999998,-70.44561767599998
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,19171143","-32,53210449",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"388087,978231964","6399956,11605782",19 S,Pimenton,https://portalgeo.sernageomin.cl/SIGEX_2019/0114_1942_Pimenton/,Proyecto Aprobado,Cu,-32.532104491999974,-70.19171142599998
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,24749756","-32,44500732",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"382735,891663934","6409551,92105845",19 S,Portillo Hondo,https://portalgeo.sernageomin.cl/SIGEX_2019/0115_1942_Portillo_Hondo/,Proyecto Aprobado,Cu,-32.44500732399996,-70.24749755899995
61704000-K,CODELCO,20181109,Región de Coquimbo,5162/2018,"-70,4520874","-32,08911133",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"362968,963930175","6448764,33673826",19 S,Rio Chicharra,https://portalgeo.sernageomin.cl/SIGEX_2019/0119_1942_Rio_Chicharra/,Proyecto Aprobado,Cu,-32.089111327999944,-70.45208740199996
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,34979248","-32,77838135",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"373588,843205732","6372475,0531442",19 S,Rio Colorado,https://portalgeo.sernageomin.cl/SIGEX_2019/0120_1942_Rio_Colorado/,Proyecto Aprobado,Cu,-32.77838134799998,-70.34979247999996
61704000-K,CODELCO,20181109,Región de O'Higgins,5162/2018,"-70,375","-34,78369141",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"374195,43166884","6150083,04461765",19 S,Roberto,https://portalgeo.sernageomin.cl/SIGEX_2019/0121_1942_Roberto/,Proyecto Aprobado,Cu,-34.783691405999946,-70.37499999999994
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,15240478","-32,55151367",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"391802,710522066","6397844,99995058",19 S,Tigre Leiva Norte,https://portalgeo.sernageomin.cl/SIGEX_2019/0101_1942_Tigre_Leiva_Norte/,Proyecto Aprobado,Cu,-32.55151367199994,-70.15240478499999
61704000-K,CODELCO,20181109,Región de Valparaíso,5162/2018,"-70,31359863","-33,10791016",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"377434,31917724","6335982,50030682",19 S,Turquesa Brecha,https://portalgeo.sernageomin.cl/SIGEX_2019/0189_1942_Turquesa_Brecha,Proyecto Aprobado,Cu,-33.107910155999946,-70.31359863299997
96508670-6,MINERA MERIDIAN LTDA,20181112,Región Metropolitana,13502EX00421,"-70,97540283","-33,99279785",WGS84,Au,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"317546,776251672","6236883,69282319",19 S,Proyecto Distrital Florida,https://portalgeo.sernageomin.cl/SIGEX_2019/0269_2797_Proyecto_Distrital_Florida,Proyecto Aprobado,Au/Ag,-33.99279785199997,-70.97540283199999
76216083-8,Laco SPA,20181120,Región de Antofagasta,5321/2018,"-67,36199951","-23,86590576",WGS84,Fe,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"666790,35210454","7359654,63402282",19 S,El Laco,https://portalgeo.sernageomin.cl/SIGEX_2019/0077_1697_El_Laco/,Proyecto Aprobado,Fe/Zn,-23.865905761999954,-67.36199951199995
14627660-1,Diomedes Cruz Solarzano,20181123,Región de Coquimbo,6045/2018,"-71,21038818","-30,6774292",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"288250,618264633","6604061,54818128",19 S,Mina Juana,https://portalgeo.sernageomin.cl/SIGEX_2019/0174_2173_Mina_Juana,Proyecto Aprobado,Cu,-30.67742919899996,-71.21038818399995
77990270-6,Dicave Limitada,20181123,Región de Coquimbo,6044/2018,"-71,20410156","-30,66339111",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"288822,450335418","6605629,64344997",19 S,Mina Mirador,https://portalgeo.sernageomin.cl/SIGEX_2019/0042_1441_Mina_Mirador/,Proyecto Aprobado,Cu,-30.663391112999932,-71.20410156299994
77320410-1,Minera Frontera del Oro SpA,20181217,Región de O'Higgins,5769/2018,"-70,25640869","-34,60821533",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"384803,547685115","6169685,53607613",19 S,Anomalía Animitas,https://portalgeo.sernageomin.cl/SIGEX_2019/0052_1609_Anomalía_Animitas/,Proyecto Aprobado,Cu,-34.60821533199993,-70.25640869099993
77320410-1,Minera Frontera del Oro SpA,20181217,Región del Maule,5769/2018,"-70,43572998","-35,5078125",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-001,IMGSAT-001,ESTAMB-002,ESPREF-002,INGEO-001,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"369797,334967879","6069692,48301324",19 S,Anomalía Cerro del Medio,https://portalgeo.sernageomin.cl/SIGEX_2019/0035_821_Anomalia_Cerro_Del_Medio/,Proyecto Aprobado,Cu,-35.50781249999994,-70.43572997999996
59000710-2,Compañía Minera Barrick Chile Limitada,20181219,Región de Coquimbo,04106EX00482,"-69,98919678","-29,90789795",WGS84,Au-Ag,MGG-001,MGQ-002,BDGQ-001,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"404503,88122899","6691009,17280756",19 S,El Indio TD,https://portalgeo.sernageomin.cl/SIGEX_2019/0127_1936_El_Indio_Td,Proyecto Aprobado,Au/Ag,-29.90789794899996,-69.98919677699996
59000710-2,Compañía Minera Barrick Chile Limitada,20181219,Región de Coquimbo,04106EX00481,"-69,98791504","-29,87811279",WGS84,Au-Ag,MGG-001,MGQ-002,BDGQ-001,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-001,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"404599,259102665","6694310,86916187",19 S,Salitrales,https://portalgeo.sernageomin.cl/SIGEX_2019/0128_1936_Salitrales,Proyecto Aprobado,Au/Ag,-29.878112792999957,-69.98791503899997
76214436-0,Capstone Mining Chile SpA,20181221,Región de Antofagasta,5861/2018,"-70,10351562","-25,61468506",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-001,BDDR-001,OTREST-001,IMGSAT-002,ESTAMB-001,ESPREF-001,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-001,PRMIN-002,"389200,632294738","7166524,90329659",19 S,Providencia,https://portalgeo.sernageomin.cl/SIGEX_2019/0173_2172_Providencia,Proyecto Aprobado,Cu,-25.614685058999953,-70.10351562499994
59032420-5,Rio Tinto,20190123,Región de Antofagasta,440/2019,"-68,64691162","-21,14312744",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-001,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"536661,13218171","7661971,17615762",19 S,Yuma,https://portalgeo.sernageomin.cl/SIGEX_2019/0190_2304_Yuma,Proyecto Aprobado,Cu,-21.143127440999933,-68.64691162099996
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02103EX00514,"-68,99700928","-23,21520996",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"500306,005811373","7432656,22836596",19 S,Alma,https://portalgeo.sernageomin.cl/SIGEX_2019/0149_2171_Alma,Proyecto Aprobado,Cu,-23.21520996099997,-68.99700927699996
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02103EX00515,"-69,48138428","-23,20257568",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"450740,52679173","7433973,35003041",19 S,Andina,https://portalgeo.sernageomin.cl/SIGEX_2019/0150_2171_Andina,Proyecto Aprobado,Cu,-23.202575683999953,-69.48138427699996
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02104EX00516,"-69,41680908","-24,79040527",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"457868,60323208","7258195,79513226",19 S,Argomedo,https://portalgeo.sernageomin.cl/SIGEX_2019/0151_2171_Argomedo,Proyecto Aprobado,Cu,-24.790405272999976,-69.41680908199999
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02104EX00519,"-69,62487793","-25,58459473",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"437244,590854362","7170170,56717251",19 S,Chicoteado,https://portalgeo.sernageomin.cl/SIGEX_2019/0155_2171_Chicoteado,Proyecto Aprobado,Cu,-25.584594726999967,-69.62487792999997
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02104EX00520,"-69,39630127","-25,52722168",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"460181,489275893","7176612,32260232",19 S,Corcovado,https://portalgeo.sernageomin.cl/SIGEX_2019/0156_2171_Corcovado,Proyecto Aprobado,Cu,-25.52722167999997,-69.39630126999998
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02101EX00506,"-69,24407959","-24,64660644",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-001,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"475299,969146331","7274160,1518918",19 S,Domeyko,https://portalgeo.sernageomin.cl/SIGEX_2019/0157_2171_Domeyko,Proyecto Aprobado,Cu,-24.646606444999975,-69.24407958999996
86160300-8,BHP CHILE INC,20190124,Región de Arica y Parinacota,15202EX00536,"-69,43200684","-17,88189697",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"454235,922222184","8022827,86191326",19 S,Inti Phisca,https://portalgeo.sernageomin.cl/SIGEX_2019/0199_2305_Inti_Phisca,Proyecto Aprobado,Cu,-17.881896972999982,-69.43200683599997
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02302EX00502,"-69,01068115","-21,85211182",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-001,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"498896,342994899","7583542,00559219",19 S,Jaspe Diamante,https://portalgeo.sernageomin.cl/SIGEX_2019/0160_2171_Jaspe_Diamante,Proyecto Aprobado,Cu,-21.852111815999933,-69.01068115199996
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02104EX00509,"-69,29870605","-25,82971191",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"470063,142933163","7143140,26785573",19 S,Junco,https://portalgeo.sernageomin.cl/SIGEX_2019/0161_2171_Junco,Proyecto Aprobado,Cu,-25.829711913999972,-69.29870605499997
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02201EX00527,"-69,7243042","-25,67669678",WGS84,Cu,MGG-001,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-002,BDPETMIN-002,BDDR-002,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"427314,848051836","7159920,07884395",19 S,Muriel,https://portalgeo.sernageomin.cl/SIGEX_2019/0166_2171_Muriel,Proyecto Aprobado,Cu,-25.67669677699996,-69.72430419899996
86160300-8,BHP CHILE INC,20190124,Región de Antofagasta,02201EX00528,"-68,99700928","-23,48168945",WGS84,Cu,MGG-002,MGQ-002,BDGQ-002,BDS-002,LEVGF-002,BDSUP-001,BDPETMIN-002,BDDR-001,OTREST-002,IMGSAT-002,ESTAMB-002,ESPREF-002,INGEO-002,ESPEC-002,PROY-002,PMIN-002,TOPO-002,REC-002,PRMIN-002,"500305,395528947","7403155,72026085",19 S,Palpana,https://portalgeo.sernageomin.cl/SIGEX_2019/0129_1937_Palpana,Proyecto Aprobado,Cu,-23.481689452999944,-68.99700927699996
