ID,RUT_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_EMPRESA_O_PRODUCTOR_MINERO,NOMBRE_FAENA,NOMBRE_INSTALACION,TIPO_DEPOSITO,RECURSO,TIPO_MINERIA,CANTIDAD_MUROS__CONTENCION_,CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,UTM_NORTE,UTM_ESTE,DATUM,HUSO,LATITUD,LONGITUD,ESTADO_INSTALACION,METODO_CONSTRUCTIVO_MURO,VOL_AUTORIZADO,VOL_ACTUAL,TONELAJE_AUTORIZADO,TONELAJE_ACTUAL,RES_APRUEBA,FECHA_RES_APRUEBA,RES_PDC_APRUEBA,FECHA_RES_PDC,Shape_Length,Shape_Area
0617-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,ORO,METÁLICO,,04,043,04304,Coquimbo,Limarí,Punitaqui,6583777.806,287805.4797,WGS84,19S,-30.86024387,-71.21922688,ABANDONADO,NO APLICA,268620,,402930,,,,,,1112.309473,53300.23236
0618-4N,sin rut conocido,MINERA FORESTAL CAS (XAVIER BELTRAND),PLANTA LA CALDERA,LA CALDERA,EMBALSE,COBRE,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6645570.706,293988.4943,WGS84,19S,-30.30412221,-71.14230845,ABANDONADO,EJE CENTRAL,42059,,63088,,454,1989-04-26,,,264.5160172,3978.015449
0619-4N,sin rut conocido,SLM LAS ROJAS,PLANTA LAS ROJAS 1,LAS ROJAS 1 ,EMBALSE,COBRE,METÁLICO,0,04,041,04101,Coquimbo,Elqui,La Serena,6681386.282,300629.3709,WGS84,19S,-29.98223155,-71.06654347,ABANDONADO,EXCAVACION TERRENO,26787,,40180,,,,,,486.6798474,12458.36092
0620-4N,sin rut conocido,SOC. JUAN CONTRERAS Y OTROS,PLANTA SANTA ELENA,SANTA ELENA,ACOPIO,COBRE,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6696298.056,294850.7997,WGS84,19S,-29.84679638,-71.12354979,ABANDONADO,NO APLICA,11942,,17913,,1176,1988-11-18,,,411.8815402,10210.39923
0621-4N,sin rut conocido,JUAN RIVERA CONTRERAS,PLANTA RIVERA,RIVERA (ACOPIO),ACOPIO,S/I,METÁLICO,,04,041,04104,Coquimbo,Elqui,La Higuera,6749695.825,294730.2146,WGS84,19S,-29.36518453,-71.11471977,ABANDONADO,NO APLICA,1920,,2880,,,,,,367.1023424,7746.530371
0622-4N,sin rut conocido,GABRIEL ECHEVARRIA,PLANTA ECHEVARRIA,TRANQUE DE RELAVE ,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6549221.845,308381.7186,WGS84,19S,-31.17536656,-71.01068382,ABANDONADO,AGUAS ARRIBA,14962,,22443,,,,,,347.7735689,5669.983234
0623-4N,sin rut conocido,DPTO. MINAS U. LA SERENA,PLANTA GUAYACAN,CUBETA 1,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04102,Coquimbo,Elqui,Coquimbo,6681996.491,273832.988,WGS84,19S,-29.97207921,-71.34398496,ABANDONADO,NO APLICA,290,,435,,,,,,313.9000738,5895.645077
0624-4N,sin rut conocido,DPTO. MINAS U. LA SERENA,PLANTA GUAYACAN,CUBETA 2,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04102,Coquimbo,Elqui,Coquimbo,6682054.578,273797.7433,WGS84,19S,-29.97154894,-71.34433767,ABANDONADO,NO APLICA,200,,300,,,,,,425.6730699,9243.647631
0625-4N,sin rut conocido,ENRIQUE MERINO,PLANTA CAUPOLICAN,ESTANQUE 1-2-3-4-5-6,EMBALSE,COBRE-ORO,METÁLICO,0,04,042,04204,Coquimbo,Choapa,Salamanca,6465740.18,317905.3852,WGS84,19S,-31.92967379,-70.92620812,ABANDONADO,EXCAVACION TERRENO,8495,,12317,,,,,,457.0743628,9096.065952
0626-4N,sin rut conocido,ADRIAN VASQUEZ,PLANTA CHIRIPA,RELAVE CHIRIPA,ACOPIO,COBRE,METÁLICO,,04,042,04204,Coquimbo,Choapa,Salamanca,6460500.821,319021.0455,WGS84,19S,-31.97709456,-70.91539269,ABANDONADO,NO APLICA,12390,,18585,,,,,,289.1190287,5133.824648
0627-4N,76379038-K,CIA. MINERA RESERVA,PLANTA LA RESERVA,LA RESERVA 1-2-3-4-5,ACOPIO,COBRE,METÁLICO,,04,041,04106,Coquimbo,Elqui,Vicuña,6683104.532,310249.2326,WGS84,19S,-29.96826091,-70.96657531,ABANDONADO,NO APLICA,71600,,107400,,,,,,386.5009235,7955.010338
0628-4N,sin rut conocido,CIA. MINERA TAMAYA,PLANTA DELIRIO,DELIRIO 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04304,Coquimbo,Limarí,Punitaqui,6581588.248,285792.2367,WGS84,19S,-30.87962344,-71.2407282,ABANDONADO,AGUAS ARRIBA,600000,,900000,,,,,,441.9504579,14224.76457
0629-4N,sin rut conocido,CIA. MINERA TAMAYA,PLANTA DELIRIO,DELIRIO 3,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,043,04304,Coquimbo,Limarí,Punitaqui,6581661.805,285675.6016,WGS84,19S,-30.87893909,-71.24193202,ABANDONADO,AGUAS ARRIBA,277329,,416088,,,,,,749.5699566,30485.8755
0630-4N,sin rut conocido,DESCONOCIDO,QUIROGA,LA QUIROGA 1,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04301,Coquimbo,Limarí,Ovalle,6617801.59,272829.7093,WGS84,19S,-30.55071097,-71.36823185,ABANDONADO,AGUAS ARRIBA,13500,,20250,,,,,,532.5088377,13722.72693
0631-4N,7755978-7,RICARDO ROJAS LOBOS,SANTA ROSA,ALGARROBAL (ACOPIO),ACOPIO,ORO,METÁLICO,,04,041,04104,Coquimbo,Elqui,La Higuera,6750837.898,293323.1998,WGS84,19S,-29.35465334,-71.12899244,ABANDONADO,NO APLICA,39967,,59950,,70,1987-01-16,,,262.8246732,4050.51449
0632-4N,sin rut conocido,JUAN MARIN,PLANTA FLOR DE VALLE,FLOR DE VALLE 1,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6543941.257,303824.943,WGS84,19S,-31.22222653,-71.0595046,ABANDONADO,EJE CENTRAL,380,,570,,334,1986-03-14,,,171.3500059,1493.837748
0633-4N,sin rut conocido,JUAN MARIN,PLANTA FLOR DE VALLE,FLOR DE VALLE 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6543949.578,303803.1505,WGS84,19S,-31.22214783,-71.05973163,ABANDONADO,EJE CENTRAL,1400,,2100,0,334,1986-03-14,,,273.996378,3170.779691
0634-4N,sin rut conocido,RUBILIAN GONZÁLEZ GARCIA,PLANTA LOS VALIENTES II,LOS VALIENTES 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6652784.657,298499.2424,WGS84,19S,-30.23982489,-71.0940459,ABANDONADO,AGUAS ARRIBA,196300,,294450,,226,1985-02-22,,,252.2371115,4253.981512
0635-4N,76938058-2,SUC. LUIS MIRANDA ANSIETA,PLANTA MIRANDA ABANDONADA,TRANQUE DE 1-2,TRANQUE DE RELAVE,ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653032.285,299492.1241,WGS84,19S,-30.23775619,-71.08368623,INACTIVO,AGUAS ARRIBA,145920,,211584,,,,,,727.1121082,22633.36928
0636-4N,sin rut conocido,FELIPE CARVAJAL RIVERA,PLANTA AGUA GRANDE,AGUA GRANDE ,ACOPIO,ORO,METÁLICO,,04,041,04104,Coquimbo,Elqui,La Higuera,6734968.008,299987.9057,WGS84,19S,-29.49887004,-71.06326839,ABANDONADO,NO APLICA,15000,,22500,,911,1985-10-09,,,121.5510252,1106.214669
0637-4N,7824329-5,LUIS ZEBALLOS CERDA,PLANTA ZEBALLOS,ZEBALLOS 1-2-3,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04106,Coquimbo,Elqui,Vicuña,6692713.786,318253.0491,WGS84,19S,-29.88279927,-70.88203022,ABANDONADO,AGUAS ABAJO,111800,,167700,,211,1986-02-07,,,397.1283695,6855.818884
0638-4N,sin rut conocido,CARLOS VALDIVIA,PLANTAS EL PINGO Y SANTA MARIA,EL PINGO 0,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04303,Coquimbo,Limarí,Monte Patria,6586433.582,348615.3125,WGS84,19S,-30.84562876,-70.58310262,ABANDONADO,AGUAS ABAJO,14700,,22050,,,,,,172.5153179,1916.510128
0639-4N,sin rut conocido,CARLOS VALDIVIA,PLANTAS EL PINGO Y SANTA MARIA,EL PINGO 1,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04303,Coquimbo,Limarí,Monte Patria,6586411.416,348674.2844,WGS84,19S,-30.84583623,-70.58248941,ABANDONADO,AGUAS ABAJO,45600,,68400,,11,1989-01-04,,,365.8575371,7682.194532
0640-4N,sin rut conocido,CARLOS VALDIVIA,PLANTAS EL PINGO Y SANTA MARIA,EL PINGO 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04303,Coquimbo,Limarí,Monte Patria,6586406.46,348580.0397,WGS84,19S,-30.84586889,-70.58347539,ABANDONADO,AGUAS ABAJO,24000,,36000,,11,1989-01-04,,,184.1930376,2086.150485
0641-4N,sin rut conocido,CARLOS VALDIVIA,PLANTAS EL PINGO Y SANTA MARIA,TRANQUE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,043,04303,Coquimbo,Limarí,Monte Patria,6586095.583,348747.4259,WGS84,19S,-30.84869438,-70.58177153,ABANDONADO,AGUAS ARRIBA,188300,,282450,,,,,,229.1363587,2530.698279
0642-4N,76035919-K,CIA. MINERA CLAUDIO ALBERTO ISA,FAENA ENRIQUETA,ENRIQUETA 2,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,041,04104,Coquimbo,Elqui,La Higuera,6749832.486,294535.3101,WGS84,19S,-29.3639201,-71.11670107,ABANDONADO,AGUAS ARRIBA,12160,,18000,,,,,,474.1912654,13765.18397
0643-4N,sin rut conocido,SLM SANTA ROSA,PLANTA EL TRAPICHE,EL TRAPICHE 1,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04104,Coquimbo,Elqui,La Higuera,6750789.578,293283.9351,WGS84,19S,-29.35508269,-71.12940575,ABANDONADO,NO APLICA,9000,,13500,,,,,,530.055084,10825.14832
0644-4N,sin rut conocido,SLM SANTA ROSA,PLANTA EL TRAPICHE,EL TRAPICHE 2,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04104,Coquimbo,Elqui,La Higuera,6750758.727,293224.6204,WGS84,19S,-29.35535119,-71.1300222,ABANDONADO,NO APLICA,5656,,8484,,657,1985-07-22,,,476.9975127,11376.29655
0645-4N,76120887-K,EMPRESA EDUARDO LERY LERY EIRL,FAENA KATTIA,DEPOSITO ANTIGUO,TRANQUE DE RELAVE,COBRE,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6527146.053,302859.7089,WGS84,19S,-31.37350442,-71.07294586,ABANDONADO,AGUAS ARRIBA,6524,,9786,,,,,,335.9855003,7834.704425
0646-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE,METÁLICO,,04,041,04106,Coquimbo,Elqui,Vicuña,6692034.486,317421.26,WGS84,19S,-29.88880333,-70.89075533,ABANDONADO,NO APLICA,105436,,158154,,,,,,1027.293446,48090.0149
0647-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,042,04201,Coquimbo,Choapa,Illapel,6497687.399,294226.6213,WGS84,19S,-31.63760597,-71.16979877,ABANDONADO,NO APLICA,1000,,1500,,,,,,518.4570743,13923.98571
0648-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6651816.386,297297.4032,WGS84,19S,-30.24835673,-71.10671499,ABANDONADO,NO APLICA,15120,,22680,,,,,,314.7884407,6741.659124
0649-4N,77747199-6,INDUSTRIAL MINERA EL TRAPICHE SPA,FAENA SOR TERESA,SOR TERESA,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04104,Coquimbo,Elqui,La Higuera,6750360.354,293964.0632,WGS84,19S,-29.3590656,-71.12248395,ABANDONADO,EJE CENTRAL,33792,,50688,,,,,,438.2854201,12224.34643
0650-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,043,04302,Coquimbo,Limarí,Combarbalá,6541394.825,308062.7767,WGS84,19S,-31.24589309,-71.01552573,ABANDONADO,NO APLICA,18106,,27159,,,,,,387.2865459,9462.874774
0651-4N,6854266-9,JUAN PEREZ GOMEZ,EL ROMERO,EMBALSE EL ROMERO,EMBALSE,COBRE-ORO,METÁLICO,1,04,042,04201,Coquimbo,Choapa,Illapel,6522526.699,304273.0094,WGS84,19S,-31.41539562,-71.05900227,ABANDONADO,,0,,,,,,,,269.6286622,3534.911881
0652-4N,17193008-1,LIVANS KLINT FREDES ORTIZ,PLANTA ESTRELLA,PISCINA RELAVE PLANTA ESTRELLA,EMBALSE,COBRE-ORO,METÁLICO,0,04,041,04101,Coquimbo,Elqui,La Serena,6675438.572,296240.9947,WGS84,19S,-30.03514912,-71.11314193,EN REVISION,EXCAVACION TERRENO,0,,,,,,,,81.62020037,461.1604358
0653-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6650983.8,300028.2774,WGS84,19S,-30.25631854,-71.07850655,ABANDONADO,NO APLICA,200,,300,,,,,,64.94304436,214.8117178
0654-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6651020.373,300528.8012,WGS84,19S,-30.25607116,-71.07330003,ABANDONADO,NO APLICA,4000,,5200,,,,,,122.4741778,992.7285519
0655-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6652665.729,298862.0639,WGS84,19S,-30.24095762,-71.09030018,ABANDONADO,AGUAS ARRIBA,17749,,26662,,,,,,261.6593705,4395.956003
0656-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6654310.448,301390.9202,WGS84,19S,-30.22654145,-71.06372378,ABANDONADO,NO APLICA,6500,,8400,,,,,,249.0374037,2728.876938
0657-4N,76746183-6,SOCIEDAD DE EXPLOTACIONES MINERAS VALLE HERMOSO SPA,VALLE HERMOSO,VALLE HERMOSO,EMBALSE,COBRE,METÁLICO,0,04,043,04302,Coquimbo,Limarí,Combarbalá,6540229.008,309170.2525,WGS84,19S,-31.25658743,-71.00412436,ABANDONADO,EXCAVACION TERRENO,,,3600,,457,2018-04-06,,,54.49427905,199.1313492
0658-4N,76021464-7,MINERA BARBA SCM,PLANTA BARBA,EMBALSE DE RELAVE,EMBALSE,COBRE,METÁLICO,1,04,043,04302,Coquimbo,Limarí,Combarbalá,6544845.871,303644.8645,WGS84,19S,-31.21403929,-71.06121702,ACTIVO,EJE CENTRAL,60864,,91296,,416,2013-04-29,,,511.8122891,16497.02037
0659-4N,76329346-7,SOCIEDAD INVERSIONES NORTEBLANCO,PLANTA NADZIEJA,PISCINA NADZIEJA,EMBALSE,COBRE-ORO,METÁLICO,0,04,041,04103,Coquimbo,Elqui,Andacollo,6650720.804,306037.7139,WGS84,19S,-30.2596666,-71.01612584,INACTIVO,EXCAVACION TERRENO,540,,0,648,,,,,74.57187599,302.2240852
0660-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,ACOPIO,ACOPIO,COBRE,METÁLICO,,04,041,04104,Coquimbo,Elqui,La Higuera,6736951.517,298884.6233,WGS84,19S,-29.48080303,-71.07427874,ABANDONADO,NO APLICA,600,,900,,,,,,121.7179042,819.8266028
0661-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,TRANQUE DE RELAVE,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6654442.125,302223.1853,WGS84,19S,-30.2254898,-71.05505578,ABANDONADO,NO APLICA,23165,,34747,,,,,,340.7865438,6987.884307
0662-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6654723.649,300433.4736,WGS84,19S,-30.22265804,-71.07358884,ABANDONADO,NO APLICA,4000,,6000,,,,,,737.7306585,10328.89089
0663-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6652263.539,299333.1425,WGS84,19S,-30.24466267,-71.08548389,ABANDONADO,NO APLICA,28496,,42774,,,,,,584.6958581,19034.38114
0664-4N,sin rut conocido,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6653675.228,298409.4233,WGS84,19S,-30.2317786,-71.09480842,ABANDONADO,AGUAS ARRIBA,3190,,4785,,,,,,180.5170686,2448.96396
0665-4N,sin rut conocido,DESCONOCIDO,PLANTA HONORES,RELAVE HONORES,ACOPIO,COBRE-ORO,METÁLICO,,04,041,04103,Coquimbo,Elqui,Andacollo,6653454.473,299069.7769,WGS84,19S,-30.23387892,-71.08799234,ABANDONADO,NO APLICA,,,,178559,,,,,412.3246501,10484.60386
0666-4N,6127910-5,HORACIO PASTEN,PLANTA CALETONES,CALETONES,EMBALSE,COBRE-ORO,METÁLICO,0,04,041,04103,Coquimbo,Elqui,Andacollo,6654615.048,300345.2388,WGS84,19S,-30.22362294,-71.0745257,ACTIVO,EXCAVACION TERRENO,16811,6725.38,21854,8743,580,2021-09-06,,,318.1518007,6846.886584
0667-4N,6127910-5,HORACIO PASTEN,PLANTA CALETONES,CALETONES,EMBALSE,COBRE-ORO,METÁLICO,1,04,041,04103,Coquimbo,Elqui,Andacollo,6654398.833,300282.5952,WGS84,19S,-30.22556254,-71.0752172,ACTIVO,EJE CENTRAL,3850,1267,5400,2534,1867,2015-12-30,,,403.8253248,5416.516371
0668-4N,6750385-6,WILSON RIVERA CARVAJAL,EL CHACAY,DEPOSITO DE RELAVES,ACOPIO,ORO,METÁLICO,,04,041,04101,Coquimbo,Elqui,La Serena,6715459.299,289297.5081,WGS84,19S,-29.67305613,-71.17725837,ABANDONADO,NO APLICA,2000,,3500,,,,,,126.7101389,1063.625065
0669-4N,4236489-4,JOSE ASTORGA CASTILLO,LA PALMA,LA PALMA,EMBALSE,COBRE,METÁLICO,1,04,042,04202,Coquimbo,Choapa,Canela,6541908.313,253904.5837,WGS84,19S,-31.23109512,-71.58367623,ACTIVO,EJE CENTRAL,28120,,42180,,756,2017-05-26,,,303.5322039,3716.457994
0670-3N,9466348-2,SOTRATEC-MINART LTDA.,PLANTA EL CATEADOR,TRANQUE DE RELAVE,TRANQUE DE RELAVE,COBRE,METÁLICO,1,03,031,03101,Atacama,Copiapó,Copiapó,6967540.065,366014.0581,WGS84,19S,-27.40893924,-70.35532193,INACTIVO,AGUAS ABAJO,35120,,52680,,525,1998-05-20,,,226.777556,3221.535948
0671-5C,91614000-2,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,CERRO NEGRO 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6393342.203,323719.4484,WGS84,19S,-32.58337634,-70.87813196,ABANDONADO,AGUAS ARRIBA,480000,,720000,,,,615,2009-04-07,547.3337848,17316.17964
0672-5C,91614000-2,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,CERRO NEGRO 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6393440.339,323624.4405,WGS84,19S,-32.58247641,-70.87912526,ABANDONADO,AGUAS ARRIBA,590000,,885000,,,,615,2009-04-07,616.9161024,25742.88923
0673-5C,91614000-2,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,CERRO NEGRO 3,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6393603.795,323423.3566,WGS84,19S,-32.58097062,-70.88123585,ABANDONADO,AGUAS ARRIBA,660000,,990000,,135,1972-07-19,615,2009-04-07,816.9539546,39287.58901
0674-5C,91614000-2,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,CERRO NEGRO 4,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6393711.323,323192.4106,WGS84,19S,-32.57996428,-70.88367491,ABANDONADO,AGUAS ARRIBA,1050000,,1575000,,,,615,2009-04-07,795.6955802,39161.72694
0675-5C,91614000-2,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,CERRO NEGRO 5,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6393866.524,322887.3714,WGS84,19S,-32.57851623,-70.8868939,INACTIVO,EJE CENTRAL,1625000,,2473500,,252,2008-03-24,615,2009-04-07,1109.854537,79304.91626
0676-5C,91614000-2,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,CERRO NEGRO 6,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6394155.566,322384.7451,WGS84,19S,-32.57582971,-70.89219144,INACTIVO,EJE CENTRAL,3875476,4478970,6693124,6519732,4280,2011-12-22,615,2009-04-07,1923.167728,233486.0081
0677-5C,91614000-2,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,RELAVE FILTRADO,FILTRADO,COBRE-ORO,METÁLICO,0,05,054,05402,Valparaíso,Petorca,Cabildo,6393760.597,322785.4359,WGS84,19S,-32.57945497,-70.8879994,ACTIVO,NO APLICA,,,80568,,114,2023-03-06,,,294.7899069,3607.830273
0678-5C,7444635-3,ALEJANDRO LOPEZ ALIAGA,PLANTA VETA DEL AGUA,VETA DEL AGUA 1-2-3-4,EMBALSE,ORO,METÁLICO,1,05,055,05506,Valparaíso,Quillota,Nogales,6381627.934,300185.0536,WGS84,19S,-32.6849797,-71.13123508,ABANDONADO,,1565000,,2347500,,,,,,681.8913152,25665.96773
0679-5C,7444635-3,ALEJANDRO LOPEZ ALIAGA,PLANTA VETA DEL AGUA,VETA DEL AGUA 5,EMBALSE,ORO,METÁLICO,1,05,055,05506,Valparaíso,Quillota,Nogales,6381725.632,300362.9707,WGS84,19S,-32.68413121,-71.12931763,ABANDONADO,,82620,,123930,,456,1989-04-26,,,677.2721928,13780.32815
0680-5C,7444635-3,ALEJANDRO LOPEZ ALIAGA,PLANTA VETA DEL AGUA,VETA DEL AGUA 6,EMBALSE,ORO,METÁLICO,1,05,055,05506,Valparaíso,Quillota,Nogales,6381838.509,299793.7766,WGS84,19S,-32.68301051,-71.13536076,ACTIVO,,358795,318222.667,538192,477334,1784,2011-06-20,,,509.7285013,13548.19885
0681-5C,78197057-3,CIA. MRA. DON PABLO,EL ESCORIAL,EL ESCORIAL 1,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6410709.45,305672.8394,WGS84,19S,-32.42378704,-71.06671559,ABANDONADO,AGUAS ARRIBA,65000,,97500,,983,1993-08-03,,,234.8209154,3127.599142
0682-5C,78197057-3,CIA. MRA. DON PABLO,EL ESCORIAL,EL ESCORIAL 2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6410692.136,305632.7276,WGS84,19S,-32.42393613,-71.06714551,ABANDONADO,AGUAS ARRIBA,80000,,120000,,450,1996-05-07,,,206.8443597,2769.148383
0683-5C,78197057-3,CIA. MRA. DON PABLO,EL ESCORIAL,EL ESCORIAL 3,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,054,05402,Valparaíso,Petorca,Cabildo,6410666.917,305586.4911,WGS84,19S,-32.42415543,-71.06764216,ABANDONADO,AGUAS ARRIBA,85000,,127500,,450,1996-05-07,,,221.1433829,3438.105444
0684-5C,sin rut conocido,LA PACIENCIA (HANS HEIN STAEGER),LA PACIENCIA,LA PACIENCIA,TRANQUE DE RELAVE,COBRE,METÁLICO,1,05,053,05303,Valparaíso,Los Andes,Rinconada,6365455.44,339762.1637,WGS84,19S,-32.83726294,-70.71207563,ABANDONADO,,319398,,479097,,,,,,206.131741,2225.868349
0685-5C,55030003-6,SOC. INMOBILIARIA EL SAUCE,PLANTA EL SAUCE,EL SAUCE 1-2-3,TRANQUE DE RELAVE,COBRE,METÁLICO,0,05,057,05703,Valparaíso,San Felipe de Aconcagua,Llaillay,6361623.134,322634.7221,WGS84,19S,-32.86917701,-70.89572775,ELIMINADO,,206850,,299932,,157,1996-01-26,,,573.0864926,20976.73234
0686-5C,76508460-1,COMERCIAL E INVERSIONES HASPARREN,PLANTA MINERA BLACK COLT,ZORRITO,EMBALSE,ORO,METÁLICO,1,05,054,05404,Valparaíso,Petorca,Petorca,6434141.902,323768.9968,WGS84,19S,-32.21551771,-70.87000328,INACTIVO,EJE CENTRAL,36000,52304,72000,78456,78,2011-02-17,,,534.5403501,17770.88998
0687-5C,76508460-1,COMERCIAL E INVERSIONES HASPARREN,PLANTA MINERA BLACK COLT,LOS BURROS,EMBALSE,ORO,METÁLICO,1,05,054,05404,Valparaíso,Petorca,Petorca,6434011.349,323792.5231,WGS84,19S,-32.21669855,-70.86977785,ACTIVO,EJE CENTRAL,92360,4500,184720,78547,319,2019-04-10,,,552.2397588,18259.70645
0688-5C,76508460-1,COMERCIAL E INVERSIONES HASPARREN,PLANTA MINERA BLACK COLT,EL QUISCO,FILTRADO,ORO,METÁLICO,0,05,054,05404,Valparaíso,Petorca,Petorca,6433694.271,323812.3046,WGS84,19S,-32.21956065,-70.86962657,ACTIVO,NO APLICA,,,1533600,41327,170,2022-03-26,,,588.7767676,17454.19484
0689-5C,76508460-1,COMERCIAL E INVERSIONES HASPARREN,PLANTA MINERA BLACK COLT,POTRILLO,EMBALSE,ORO,METÁLICO,1,05,054,05404,Valparaíso,Petorca,Petorca,6433894.095,323815.0337,WGS84,19S,-32.21775933,-70.86956074,ACTIVO,AGUAS ABAJO,,,83484,79740,375,2020-09-30,,,602.789156,20373.73754
0690-5C,77066588-4,MINERA PAKMIN SpA,MINAS Y PLANTA BELLAVISTA,BELLAVISTA 1-2,TRANQUE DE RELAVE,COBRE-ORO,METÁLICO,1,05,057,05701,Valparaíso,San Felipe de Aconcagua,San Felipe,6381569.11,331993.6071,WGS84,19S,-32.6908147,-70.79213108,INACTIVO,,213360,,320049,,,,,,729.4499143,34404.492
