Nombre_Pro,Entidad_In,RUT_clean,Recurso_Pr,Recurso_Grupo,Región,Region_Norm,Estado,lat,lon,Cluster,Prob
Capricornio,Minera Capricornio SpA,76923933-2,Au-Ag-Cu-Pb-Zn,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.51690899999994,-69.84974299999993,45,1.0
Exploración Minera Florida 2023,Minera Florida Limitada,76591160-5,Au-Ag,Oro,Región Metropolitana,REGIÓN METROPOLITANA,Proyecto Aprobado,-34.000580999999954,-70.98691599999995,14,1.0
Puquios,Cuprum Resources Chile SPA,76125921-0,Cu,Cobre,Región de Coquimbo,COQUIMBO,Proyecto Aprobado,-29.44486999999998,-70.71565499999997,79,1.0
Pampa Paciencia 2022,ASTRA EXPLORATION CHILE SpA,77359794-4,"Au-Ag
",Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.732472879999932,-69.40899999999993,60,1.0
Comahue,NEXT MINERALS S.A.,76309929-6,Cu-Ag,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.49069230999993,-70.25399999999996,55,1.0
Las Marías continuacion,Mantos de la Luna,96939240-7,Cu-Ag,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.285961719999932,-70.18699999999995,86,1.0
Bellaco,Mantos de la Luna,96939240-7,Cu-Ag,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-22.539122159999977,-70.20299999999997,71,1.0
Capricornio,MINERA CAPRICORNIO Spa,76923933-2,Au-Ag-Cu,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.516882059999944,-69.85499999999996,45,1.0
Pampa,MINERA CAPRICORNIO Spa,76923933-2,Au-Ag-Cu,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.49883176999998,-69.85199999999998,45,1.0
Ilusion,MINERA CAPRICORNIO Spa,76923933-2,Au-Ag-Cu,Oro,Región de Antofagasta,ANTOFAGASTA,Proyecto Aprobado,-23.519206749999967,-69.84199999999998,45,1.0
Yerbas Buenas,YERBAS BUENAS SPA,76381095-K,Fe-V,Hierro,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.600862999999947,-71.27478299999996,59,1.0
Candeleros,VALE EXPLORACIONES CHILE LTDA.,76031013-1,Cu,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto en Evaluación,-25.370019999999954,-69.39758999999998,-1,1.0
Florencia,VALE EXPLORACIONES CHILE LTDA.,76031013-1,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-25.871821999999952,-69.16968399999996,-1,1.0
Block 4,PAMPA METALS CHILE SPA,77190753-9,Cu-Mo,Cobre,Región de Antofagasta,ANTOFAGASTA,Proyecto en Evaluación,-22.26943499999993,-69.15957099999997,23,1.0
Playa,MINERA NITTETSU CHILE LTDA.,78442450-2,Cu-Au,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-26.785274999999956,-70.37311999999997,-1,1.0
Copiapó_Norte,MINERA NITTETSU CHILE LTDA.,78442450-2,Cu-Au,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.304341999999963,-70.28026399999999,31,1.0
Teresa,COMPAÑIA RECURSOS ANDINA LIMITADA,77119399-4,Au-Cu-Ag,Oro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-28.107456999999954,-70.92692599999998,-1,1.0
Salvadora,COMPAÑIA MINERA SAN LORENZO LIMITADA,76453913-3,Au-Cu-Ag,Oro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-26.37527499999993,-69.74676599999998,2,1.0
Cerro Bayo,C.M. CERRO BAYO LTDA.,78543580-K,Au-Ag,Oro,Región de Aysén,AYSÉN,Proyecto en Evaluación,-46.53499999999997,-71.94099999999997,87,1.0
Libertad,FRESNILLO CHILE SPA,76497341-0,Au-Ag-Cu-Pb-Zn,Oro,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.667599999999936,-70.84889999999996,7,1.0
Merced,FRESNILLO CHILE SPA,76497341-0,Au-Ag-Cu-Pb-Zn,Oro,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.708099999999945,-70.83907999999997,7,1.0
Primavera,FRESNILLO CHILE SPA,76497341-0,Au-Ag-Cu-Pb-Zn,Oro,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.724899999999934,-70.85309999999998,7,1.0
Remolino,FRESNILLO CHILE SPA,76497341-0,Au-Ag-Cu-Pb-Zn,Oro,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.712857999999983,-70.87454199999996,7,1.0
Tocopilla,FRESNILLO CHILE SPA,76497341-0,Au-Ag-Cu-Pb-Zn,Oro,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.714183999999932,-70.86950199999995,7,1.0
Veterana,FRESNILLO CHILE SPA,76497341-0,Au-Ag-Cu-Pb-Zn,Oro,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-29.695361999999932,-70.89995899999997,7,1.0
Vizcachitas,CIA. MRA. VIZCACHITAS HOLDING,77147590-6,Cu-Ag,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto en Evaluación,-32.411899999999946,-70.43563799999998,74,1.0
Granate,SOCIEDAD PUNTA DEL COBRE S.A.,96561560-1,Cu-Au,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.46962199999996,-70.27635999999995,3,1.0
Trillador,SOCIEDAD PUNTA DEL COBRE S.A.,96561560-1,Cu-Au,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.673588999999936,-70.17824599999994,76,1.0
Punta Gruesa,MDF COPPER CHILE SPA,77312281-4,Cu-Mo,Cobre,Región de Coquimbo,COQUIMBO,Proyecto en Evaluación,-31.168349999999975,-70.81568899999996,-1,1.0
Checo,MINERA LAS CENIZAS S.A.,79963260-8,Cu-Ag,Cobre,Región de Valparaíso,VALPARAÍSO,Proyecto en Evaluación,-32.51904099999996,-71.05157299999996,67,1.0
Salar de Maricunga,MINERA SALAR BLANCO S.A.,76602739-3,Li,Otro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-26.90304299999997,-69.09566999999998,70,1.0
Cluster CNN,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.178001716999972,-70.36280613099996,88,1.0
Pekin,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.231873243999928,-70.38250519799993,88,1.0
Liga,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.268551214999945,-70.40837588599999,88,1.0
Distrito Alcaparra,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-28.66096865199995,-70.91445529799995,83,1.0
Alcaparra A,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-28.667281764999927,-70.91274186299995,83,1.0
Ojos de Agua,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-28.67412901299997,-70.92299755699997,83,1.0
Matilde,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-29.08717749799996,-70.99599286399996,10,1.0
Cortadera,CIA. MRA. DEL PACIFICO S.A.,94638000-8,Fe-Cu,Hierro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-29.10775445099995,-71.00536136199997,10,1.0
Rubi,MINERA MIRASOL CHILE LIMITADA,76907760-K,Cu-Au,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-26.39540640699994,-69.68562945399998,2,1.0
Atlas y Titan,MINERA MIRASOL CHILE LIMITADA,76907760-K,,Otro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-25.385042538999983,-68.96656967599995,38,1.0
Don Eusebio,S. C. M.  ATACAMA KOZAN,77134510-7,Ag,Otro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.374140500999943,-70.22650542299994,31,1.0
Romero,CIA. MRA. LA PATAGUA,84542800-K,,Otro,Región de Valparaíso,VALPARAÍSO,Proyecto en Evaluación,-32.55485729499998,-70.96019074299994,67,1.0
Flor de Lirio,DICAVE LIMITADA,77990270-6,,Otro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-26.05399441999998,-70.13762407399997,-1,1.0
Mantos Cobrizos,CIA. MINERA CARMEN BAJO,81556700-5,Cu,Cobre,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.368564359999937,-70.16980284399995,31,1.0
Revoltosa,CIA. MINERA CARMEN BAJO,81556700-5,,Otro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.535272843999962,-70.35034303699996,3,1.0
Tigresa,CIA. MINERA CARMEN BAJO,81556700-5,,Otro,Región de Atacama,ATACAMA,Proyecto en Evaluación,-27.515910812999948,-70.38456689899994,3,1.0
